name,lat,long,review,cusine,num_rate,cost_one,Location
Le Arabia,12.99855106,77.54233405,1491,"north indian, mughlai, chinese, arabian, biryani, beverages, desserts, sichuan",3.8,200,basaveshwara nagar
Kadak Biryanis & Grill,13.02926,77.56132,19,"biryani, kebab, north indian, chinese, lebanese",4,200,new bel road
Itminaan Matka Biryani - Slow Cooked,12.9903183,77.5724613,77,"biryani, north indian, desserts",4.3,200,seshadripuram
Shanthi Sagar,13.03688588,77.56599817,4,"south indian, chinese, north indian, street food",4,200,new bel road
Sreeraj Lassi Bar,13.00403768,77.57117685,56,"beverages, shake, ice cream, desserts",4,100,malleshwaram
Rolls Kitchen,12.99751155,77.55008362,4856,"fast food, rolls, beverages, chinese",4.1,100,rajajinagar
Flavors of North,13.03003267,77.56317783,162,"north indian, biryani, chinese, sichuan",3.8,100,near new bel road
Pure Veg Meals by Lunchbox,13.003322,77.558535,23,north indian,3.7,100,malleshwaram
Q3 Food Corner,13.04360041,77.55334921,33,"north indian, mughlai, chinese, biryani, sichuan, rolls",3.8,100,new bel road
GOPIZZA,13.01154102,77.55452067,88,"pizza, fast food",3.6,100,malleshwaram
E2P Italian Pizza & Burger,12.98673262,77.53997837,21,"pizza, fast food, pasta, sandwich, burger, desserts, beverages",3.6,100,basaveshwara nagar
Mangalore Lunch Home,12.99831258,77.54639793,44,"mangalorean, north indian, chinese, biryani, south indian",4,100,basaveshwara nagar
Nammura Upachara,12.99576148,77.53949828,97,"south indian, north indian, street food, chinese",4.2,100,basaveshwara nagar
Casino Restaurant,13.02887929,77.5710528,408,"north indian, chinese, beverages",3.9,100,new bel road
The Filter Coffee,13.042372,77.5798122,535,"south indian, beverages",4.4,100,sanjay nagar
AB's - Absolute Barbecues,13.02522476,77.54846189,1453,"north indian, mangalorean, bbq, street food, desserts, salad, beverages",3.6,100,yeshwantpur
Khan Saheb Grills and Rolls,12.99579383,77.61356145,1730,"north indian, rolls, kebab, mughlai, biryani, beverages",3.9,100,frazer town
Toscano,13.01107029,77.55527906,1259,"italian, continental, european, healthy food, pizza, salad, desserts, beverages",3.9,100,malleshwaram
Bucket Biryani,13.00026615,77.61779431,335,"north indian, biryani, chinese, mughlai",4.1,100,frazer town
Ghee Tadka Khichdi,13.02728854,77.57181446,23,"north indian, street food",4,100,new bel road
Dil Punjabi,13.030002,77.56343,128,"north indian, desserts",3.3,200,new bel road
Hotel Udupi Garden,13.0388002,77.5717487,16,"south indian, north indian, chinese, street food, desserts, beverages",4.3,200,sanjay nagar
Aubree,13.00459597,77.57861596,801,"bakery, fast food, italian, thai, desserts",4.3,200,sadashiv nagar
The Cake Fancy,12.9975465,77.5614773,955,"bakery, desserts",4.1,200,rajajinagar
The Cake Deluxe,12.9975465,77.5614773,477,"bakery, desserts",4.1,200,rajajinagar
1522 - The Pub,13.00794438,77.55710967,1833,"bar food, salad, mughlai, north indian, chinese, continental, south indian, beverages",4.1,200,malleshwaram
RS Shiv Sagar,13.02824266,77.57219508,203,"south indian, north indian, chinese, fast food, shake",3.8,200,new bel road
Mainland China,12.98344731,77.54873816,847,"chinese, asian, sushi, momos, japanese, thai, beverages",3.9,200,rajajinagar
Kolkata No. 1 Kati Rolls,12.99349131,77.5490037,1382,rolls,3.9,200,rajajinagar
Aligarh House by EatFit,12.999773,77.552474,555,"biryani, north indian, kebab, desserts, beverages",3.7,200,rajajinagar
Hotel Aasare,13.01908399,77.55087353,36,"chettinad, kerala, seafood",4.1,100,yeshwantpur
Paris Panini - Gourmet Sandwiches,12.998806,77.5525,172,"french, continental, sandwich, desserts, beverages",4.1,100,rajajinagar
Fanoos,13.00066797,77.61445697,153,"rolls, fast food, north indian",4.1,100,frazer town
Brik Oven,12.98582865,77.58789372,270,"cafe, italian, fast food, beverages, waffle, desserts",3.9,100,race course road
Chaatimes,13.03864,77.574018,176,"street food, fast food",3.8,100,sanjay nagar
Malugudi's Donne Biriyani,13.03011466,77.55954847,18,"biryani, south indian",4.4,100,yeshwantpur
Empire Juices and Desserts,12.99759355,77.54666884,1348,"juices, beverages, shake, ice cream",3.7,100,rajajinagar
D-Zaprino,13.00196196,77.55835857,1420,"fast food, street food, biryani, desserts, beverages",3.8,100,rajajinagar
Shawarma Time,13.02570493,77.5577933,7,"lebanese, rolls, fast food",3.5,100,yeshwantpur
The Momo Co.,13.02739457,77.57182265,158,"chinese, momos, desserts, beverages, sichuan",4,250,sanjay nagar
NOTO - Healthy Ice Cream,12.998162,77.581349,15,"ice cream, mithai, desserts",4,250,malleshwaram
Chopstick,13.02129121,77.58474279,375,"chinese, desserts, seafood, burger, sichuan",3.9,250,rt nagar
Sultan Rolls & Sandwiches,13.03008265,77.56292939,102,"biryani, north indian, shawarma, rolls",3.8,250,new bel road
Akshaya Deluxe,13.0374036,77.5654909,420,"north indian, chinese, seafood, biryani, kebab",4.2,250,new bel road
Cafe Coffee Day,13.00461655,77.57110476,27,"cafe, fast food, coffee, beverages, desserts",3.7,250,malleshwaram
Basmati Express,13.03902271,77.56408744,499,"biryani, andhra, chettinad",3.6,250,new bel road
Delhi Restaurant & Chaat,13.03408824,77.59667862,13850,"north indian, chinese, sichuan",3.8,250,rt nagar
Belgian Waffle Factory,13.02752894,77.57164959,86,"desserts, waffle",3.8,250,new bel road
Kolkata Kati Roll,13.047627,77.57442265,1,rolls,3.8,100,hebbal
Bombay Kulfi,13.0245633,77.5574332,43,"desserts, ice cream",4,100,yeshwantpur
Crusto's - Cheese Burst Pizza,12.999887,77.552704,10,pizza,3.8,100,rajajinagar
Schezwan Hub,12.98334831,77.5487633,718,"chinese, sichuan",4.1,100,rajajinagar
Goila Butter Chicken,13.041292,77.624611,557,"north indian, mughlai, biryani, roast chicken",4.1,100,nagawara
Delhi Mess,13.03007219,77.56286602,419,"north indian, chinese, rolls",4.2,100,new bel road
Milano Ice Cream,13.02792385,77.57505097,119,"desserts, ice cream, beverages, shake",4.1,100,sanjay nagar
Shree Chinese Corner,13.02998106,77.56293979,411,"chinese, sichuan",3.9,100,yeshwantpur
Aastha Bengali Mess,13.02178,77.558734,281,"bengali, north indian, chinese",3.8,100,yeshwantpur
Jalpaan,12.99895517,77.55264983,747,"north indian, italian, street food, desserts, beverages",4,100,rajajinagar
Third Wave Coffee,13.00681736,77.56920073,232,"cafe, coffee, fast food, beverages",4.1,100,malleshwaram
Udupi Ruchi Grand,13.02197882,77.53331345,24,"south indian, north indian, chinese, beverages, street food, desserts, fast food, sichuan",4,100,yeshwantpur
Tripti Hotel & Restaurant,13.03355974,77.56629858,59,"bengali, north indian",4.1,100,new bel road
Home Plate by EatFit,12.999887,77.552704,27,"north indian, beverages",3.7,100,rajajinagar
Lassi Corner,12.98736839,77.5389434,1,"beverages, fast food, desserts, shake",3.9,100,rajajinagar
Oh! Calcutta,12.98348716,77.54902482,565,"bengali, seafood, north indian, biryani",4.1,100,rajajinagar
Calcutta Victoria Chat House,13.02653037,77.59331144,71,"street food, north indian, beverages",3.7,100,rt nagar
Calicut Restaurant,13.03012413,77.5621083,214,"kerala, north indian, chinese, south indian, juices",4,100,yeshwantpur
Shetty Lunch Home,13.02416837,77.59854175,181,"mangalorean, north indian, biryani, chinese",3.7,100,rt nagar
Udupi Garden,13.02901811,77.56166976,254,"chinese, north indian, south indian, street food, beverages",4,100,yeshwantpur
Green Onion,12.9944462,77.6157122,235,"chinese, seafood, sichuan",3.9,100,frazer town
Haka,12.98399813,77.5489524,435,"chinese, asian, momos",4.2,100,rajajinagar
Firangi Bake,13.00335198,77.55863819,1224,"italian, mexican",3.9,100,rajajinagar
Biryani Mount,12.98344665,77.54883271,1422,"biryani, north indian",3.5,200,rajajinagar
Kulfi Shulfi- Kulfis andﾂIce Cream,12.9890679,77.5745115,3,"desserts, ice cream, street food",4.2,200,malleshwaram
Ajji Pork Hotel,13.01904349,77.55105123,7,south indian,4.2,200,yeshwantpur
SLAY Coffee,13.038817,77.564599,594,coffee,4.3,200,new bel road
Chef Bakers,13.02819823,77.57285725,15,"bakery, fast food, pizza, sandwich, burger, desserts",3.4,200,near new bel road
Om Meals & Paratha Junction,13.03080779,77.56226152,110,"north indian, chinese, biryani, south indian, fast food",3.7,200,new bel road
Punjabites By Empire,12.98354074,77.548825,277,"north indian, mughlai, biryani, desserts, beverages",3.9,400,rajajinagar
FB CafﾃｩﾂByﾂFrozen Bottle,13.03229457,77.57027577,14,bakery,3.6,400,sanjay nagar
Kabab Manor,13.02711736,77.59337649,266,"north indian, biryani, fast food, chinese, beverages",4,400,rt nagar
Bowl 99,12.99431364,77.54688564,39,north indian,3.2,400,basaveshwara nagar
Maharaja Military Canteen,13.02475754,77.59441437,25,"south indian, biryani",4,200,rt nagar
Green Chilly,13.00019102,77.5557062,79,"north indian, chinese, beverages, shake",4.3,200,rajajinagar
Udupi Ahara,13.00855526,77.54341867,23,"south indian, north indian, chinese",4.1,200,rajajinagar
New Swathi Grand Pure Veg,13.03012348,77.55950253,33,"south indian, chinese, north indian, shake",4.4,200,yeshwantpur
Donne Biriyani Mane,12.99180558,77.53839657,219,"south indian, biryani",4.4,200,basaveshwara nagar
Hungry Chang,12.98344338,77.54880756,2046,"chinese, fast food, sichuan",3.9,200,rajajinagar
Have More,13.02714088,77.57178571,558,"north indian, chinese, beverages, desserts",3.8,200,new bel road
Olio - The Wood Fired Pizzeria,12.999887,77.552704,16,"pizza, italian",3.7,300,rajajinagar
Rolls & Bowls Company,13.02739457,77.57182265,53,"rolls, north indian, chinese, fast food, sichuan",3.9,300,sanjay nagar
Rolls N Snacks,12.97156967,77.5470202,29,"street food, fast food, sandwich, burger, pizza, shake, beverages",3.5,300,vijay nagar
Hunan,13.03413332,77.56927751,867,"chinese, thai, momos, asian",4.2,300,new bel road
Kapoor's Chaat Bhandaar,12.99895484,77.55210064,32,"street food, desserts, beverages",4.2,300,rajajinagar
Louis Burger,12.97221605,77.595837,800,"burger, fast food",4.1,300,lavelle road
Udupi Upahar Veg Restuarant,13.02497553,77.59346768,5,"north indian, south indian, fast food, chinese, ice cream, beverages, shake, sichuan",3.9,300,rt nagar
Restaurant 1179,12.99369298,77.58098534,159,"north indian, south indian, chinese, continental, italian, street food, desserts, beverages",3.7,300,seshadripuram
Asia Kitchen By Mainland China,12.9834852,77.54882265,323,"chinese, momos, thai, asian, seafood, sushi, beverages",4.1,300,rajajinagar
Kekou,13.0353157,77.5676851,541,"chinese, sichuan",3.9,300,near new bel road
Priyadarshini Restaurant,12.97756786,77.57562965,111,"south indian, desserts, beverages, ice cream",4.4,100,majestic
Kolkata Famous Kati Roll,12.98539217,77.54512891,24,rolls,4,100,basaveshwara nagar
Dakshin Delicacy,13.03274763,77.5338651,23,"south indian, north indian, chinese, street food, beverages",4.2,100,yeshwantpur
Mallu House,13.039099,77.564152,49,"kerala, south indian, biryani, kebab, desserts, seafood",3.5,100,new bel road
New Rajanna Military Hotel,12.98859122,77.54810449,157,"biryani, south indian",3.9,100,rajajinagar
Sri Udupi Grand,13.02199254,77.60271862,36,"south indian, north indian, chinese",4,100,rt nagar
Keventers Ice Cream,12.99172489,77.57133443,57,"ice cream, desserts, shake, beverages",4,100,malleshwaram
Aadvik Ka Kitchen,13.02449633,77.59535763,20,"north indian, chinese, south indian, street food, beverages, sichuan",4,100,rt nagar
Salt - Indian Restaurant Bar & Grill,12.97158655,77.5960585,65,"north indian, bbq, biryani, mughlai, seafood, beverages, desserts",3.9,450,lavelle road
BigBites,12.98681,77.579384,4,"fast food, momos, street food",4,450,seshadripuram
Dragon・・s Kitchen,13.03014098,77.57089726,161,"chinese, sichuan",4,450,sanjay nagar
You Mee,13.01138324,77.55470976,444,"japanese, asian, sushi",4,450,malleshwaram
Burger It Up,12.99223224,77.59426095,10,"burger, beverages, desserts, american, cafe",4,450,vasanth nagar
Gully Treats,12.99751482,77.54106537,108,"street food, fast food, north indian, sandwich, beverages, sichuan",4.1,450,basaveshwara nagar
Zahra's Kitchen,13.00494551,77.59953216,816,"biryani, north indian, chinese, wraps, lebanese, hyderabadi, afghan",3.9,450,frazer town
Roy Hotel & Restaurant,13.03024728,77.56356474,253,"bengali, north indian",4,450,yeshwantpur
Lo! - Low Carb And Keto Foods,13.03715315,77.56479209,818,"healthy food, north indian, fast food, desserts",4,150,sanjay nagar
Kouzina Kafe - The Food Court,12.99227373,77.59396624,28,"fast food, bakery, desserts",2.7,150,vasanth nagar
Lassi Shop,13.02643107,77.60401681,1963,"beverages, juices, desserts, ice cream",4.2,150,rt nagar
Udupi Vaibhav,13.05343622,77.57526018,5,"south indian, north indian, chinese, fast food, street food, ice cream, shake, beverages",4,150,sahakara nagar
Nizam's Kitchens,12.98344959,77.54883438,497,"biryani, mughlai, andhra, hyderabadi, south indian, north indian",3.5,150,rajajinagar
Sri Kabalamma Pork Mutton Hotel,12.97771586,77.54476011,4,mangalorean,3.9,150,basaveshwara nagar
Kabab Palace,12.97841927,77.55323488,110,"north indian, chinese, mughlai, seafood",4.1,150,rajajinagar
Zam Zam Kabab House,13.0298677,77.5620311,142,"north indian, chinese, kebab, sichuan",3.6,150,yeshwantpur
Sri Maruthi Gowda's Military Hotel,12.97712679,77.57609937,604,south indian,4.4,150,majestic
Gowdara Hatti,13.00913902,77.56303936,72,"south indian, biryani",4.1,150,malleshwaram
Mega Biryani,13.02728854,77.57181446,6,biryani,4,150,new bel road
GLOBO Ice Creams Of The World,12.9903183,77.5724613,16,"ice cream, desserts",4,150,seshadripuram
Sri Maruthi Miltry Hotel,13.00028673,77.55250901,144,"south indian, biryani, chinese",3.8,150,rajajinagar
Absolute Chinese,13.00704342,77.55471982,118,"chinese, asian, continental, thai, sichuan",4.2,150,rajajinagar
New Spice Tandoori,12.99197971,77.53649488,11,"chinese, north indian, south indian, andhra",4.3,150,basaveshwara nagar
Thali 99,13.02531643,77.59040498,110,"north indian, mughlai",3.4,300,rt nagar
KC Das - Sweet House,13.0276057,77.5764494,44,"mithai, street food, mishti, bengali",3.5,300,sanjay nagar
Hao Chi,13.03535951,77.56772015,3421,"vietnamese, chinese, sichuan",3.7,300,new bel road
Pot Biryani,13.03001797,77.56281104,120,"north indian, chinese, biryani, seafood, kebab, hyderabadi",3.5,300,new bel road
Samosa Singh,13.03238155,77.59405676,502,"street food, fast food, tea, north indian",3.4,300,rt nagar
New Kadai Family Restaurant,13.018219,77.59199515,8,"chinese, kebab, south indian, north indian, fast food, beverages, desserts, shake",3.9,300,rt nagar
Barley & Grapes Cafe,13.06380138,77.59010285,653,"italian, continental, fast food, street food, ice cream, desserts",3.9,300,sahakara nagar
ITC Sunfeast Baked Creations,12.9834901,77.54881427,176,"bakery, desserts, , cafe, continental, sandwich",4.3,300,rajajinagar
HomeSe Just Veg,12.97377633,77.57928584,881,"south indian, north indian",3.9,300,majestic
Taiki,13.03921085,77.56399289,318,"japanese, korean, asian, sushi",4,300,new bel road
The Brooklyn Creamery - Healthy Ice Cream,12.98927173,77.57205896,100,ice cream,4.2,200,seshadripuram
Basaveshwarnagar Dosa Corner,12.99113978,77.54151497,121,south indian,4.1,200,basaveshwara nagar
Donne Biriyani Mane,13.02755213,77.5383684,6,"north indian, biryani",3.7,200,yeshwantpur
Food Court By Kitchens@,12.98348586,77.54882231,82,"north indian, south indian, chinese, mughlai, biryani, momos, desserts, beverages",3.3,200,rajajinagar
Grow Fit,13.02723561,77.57178806,480,"healthy food, desserts, beverages",3.6,200,sanjay nagar
Halli Mane Donne Biriyani,13.00089567,77.55306657,157,"north indian, biryani",4.1,200,rajajinagar
Roll N Roll,13.03003888,77.56278254,4915,rolls,4.1,200,yeshwantpur
Joy's Kuttanadu Restaurant,13.02833935,77.56173983,38,"kerala, seafood, fast food",3.9,200,yeshwantpur
Simply Chats,12.9998431,77.539967,0,"street food, sandwich, ice cream, beverages",3.6,200,basaveshwara nagar
Rollsking,13.0389898,77.5641592,87,"rolls, fast food, north indian",4.2,200,new bel road
Karnataka Chicken Biryani Point,12.98995714,77.5456848,4,"biryani, kebab, chinese, south indian, sichuan",3.4,200,basaveshwara nagar
Curryce Andhra Bhojanam,13.01727953,77.5917846,10,"andhra, south indian",3.9,200,rt nagar
Rich Grills Restaurant,13.01467277,77.5440748,99,"street food, arabian, north indian, mughlai, seafood, ice cream, desserts, beverages",3.7,200,yeshwantpur
Nammur Donne Biryani,13.0016441,77.59486645,274,"biryani, south indian",4.3,200,frazer town
Sri Durga Chats & Juice,12.97248416,77.53884517,139,"fast food, street food, beverages, desserts",4.2,200,vijay nagar
The Betel Leaf Co - Originally from Bangalore,12.9925831,77.5778683,507,"paan, desserts",4.6,200,seshadripuram
GFC Biryani,13.0268126,77.58683424,6,"biryani, north indian",3.4,200,rt nagar
Tasty Paradise,12.98995812,77.57276203,54,"north indian, mughlai, chinese, sichuan, beverages",4.2,200,malleshwaram
Vinny,13.03286825,77.56935932,1349,"cafe, continental, italian, pizza, burger, beverages, desserts",3.9,200,new bel road
Taste Of Malabar,13.02998498,77.56252773,159,"kerala, north indian, chinese, mughlai, arabian, shake, sichuan",3.5,200,new bel road
Kadai,12.99740864,77.54534449,90,"north indian, chinese, south indian, seafood, andhra, biryani",3.9,200,basaveshwara nagar
A1 Biryani Combo 75,13.00819298,77.57067394,919,"biryani, kebab, south indian",3.5,200,malleshwaram
The Druid Garden,13.06347511,77.59123541,5016,"north indian, continental, italian, mughlai, finger food, beverages, desserts",3.9,200,sahakara nagar
New Prashanth Hotel,12.99852068,77.55093455,23,"south indian, biryani",4.3,200,rajajinagar
Jay Jagannath Bengali Mess,13.02947248,77.56196514,23,"north indian, chinese",3.6,200,yeshwantpur
Gullu's Chat,12.99249882,77.57832259,589,"fast food, street food, sandwich, pizza, desserts, beverages",3.8,200,seshadripuram
Paris Restaurant,13.01976507,77.55537663,67,"north indian, chinese, biryani, seafood, mughlai",3.9,200,yeshwantpur
Chicken House,13.02333106,77.59239479,257,"rolls, chinese, north indian, seafood, mughlai, biryani",3.9,200,rt nagar
Go Naati,12.98997674,77.55281813,28,"south indian, biryani, chinese",3.9,200,rajajinagar
Happy Platter,12.99608785,77.55461622,117,"chinese, north indian, rolls, fast food",4,200,rajajinagar
Abubakar Siddiq Hotel,12.9962427,77.56855264,334,"chinese, rolls, south indian, mughlai, north indian",4.2,100,malleshwaram
Punyashree Hotel,12.9726008,77.53876906,221,"mughlai, south indian",4.2,100,vijay nagar
Gulbarga Refreshment,12.99305877,77.5550618,30,south indian,4.1,100,rajajinagar
Elevate58,12.9944684,77.5223161,57,"chinese, north indian, arabian, biryani, sichuan",3.6,100,basaveshwara nagar
Mystique Palate,13.00407916,77.5538015,13,"chinese, fast food, sichuan",4.2,100,rajajinagar
Smoky Docky,13.0281637,77.5726987,277,"lebanese, beverages",3.9,100,sanjay nagar
Express By ABs,13.02545603,77.54783224,361,"north indian, biryani, bbq",3.6,100,yeshwantpur
New Sukhi Sagar,13.00117335,77.53626455,450,"south indian, chinese, north indian, beverages, desserts",4.1,100,basaveshwara nagar
Tango Sandwich King,12.98794207,77.5379426,31,"fast food, sandwich",4.3,100,basaveshwara nagar
Kunafa World,13.02828284,77.57167406,19,desserts,4.2,150,sanjay nagar
New BEL Prashanth Naati Style,13.03408563,77.56796625,345,"south indian, biryani, mughlai, north indian",4.1,150,new bel road
Suguna Kabab Corner,12.969099,77.54434772,6,"biryani, andhra",4.4,150,vijay nagar
Raj Donne Biriyani Mane,12.99712181,77.54714426,66,"south indian, biryani",4.3,150,rajajinagar
Kolkata No.1 Katti Rolls,13.0479102,77.57496814,7,"rolls, momos",4.1,150,hebbal
Coastal Biryani Paradise,13.02666365,77.58726474,189,"north indian, chinese, biryani, mughlai, seafood, fast food, beverages",4.1,150,rt nagar
Stories Bar & Kitchen,13.00852357,77.54921123,7476,"bar food, chinese, biryani, north indian, italian, bbq, desserts",3.9,150,rajajinagar
Happy Belly Bakes,12.99616331,77.60446407,877,"bakery, desserts, cafe, beverages",4.6,150,frazer town
Chinita Real Mexican Food,12.981014,77.6371498,2854,"mexican, salad, beverages, desserts",4.3,150,indiranagar
Plan B,13.02829623,77.57233657,745,"american, continental, mexican, pizza, burger",4.3,150,near new bel road
Naidu's Sakath Utta,12.99739361,77.54818797,88,"chinese, south indian",3.9,150,rajajinagar
Bengaluru Donne Biriyani Katte,12.976075,77.5757098,5,south indian,4.3,150,majestic
Tandoori Ghar,13.03509657,77.60117602,198,"north indian, chinese, mughlai, kebab, sichuan",3.7,100,rt nagar
Savji's Roll 'N' Biryani,12.97159548,77.54694175,326,"north indian, chinese, south indian, rolls, biryani, sandwich, burger, fast food",3.9,100,vijay nagar
Ganesh Food Joint,13.00339902,77.56526224,57,"south indian, north indian, chinese, fast food, desserts, beverages",3.8,100,malleshwaram
Uncle Tom's Cafe,12.98683194,77.53997471,680,north indian,3.7,100,basaveshwara nagar
Gundappa Donne Biryani,12.99787286,77.58121636,222,"biryani, south indian",3.7,100,seshadripuram
Pizza Plutos,13.037825,77.5654363,451,"fast food, burger, sandwich, shake, juices",3.9,100,new bel road
Pizza Stop,13.00736225,77.56423429,47,"pasta, pizza, fast food",4,100,malleshwaram
Curry Village Restaurant & Cafe,13.0338141,77.5680502,7,"chinese, north indian, biryani, shawarma, mughlai, fast food, arabian, beverages",New,100,sanjay nagar
"Crisp "" N"" Joy",13.0278296,77.5578881,51,"rolls, pizza, fast food",3.9,100,yeshwantpur
South Ruchis,12.97850879,77.54244704,333,"south indian, north indian, chinese, fast food, beverages, desserts",3.9,50,vijay nagar
Basaveshwar Khanavali,12.98011326,77.57560283,29,south indian,4.2,50,majestic
Udupi Kitchen,13.03609967,77.59503644,5,"south indian, chinese, north indian",4.1,50,hebbal
Sirimane Family Restaurant,12.9884958,77.5346244,5,"north indian, chinese, biryani, mughlai, street food, fast food",3.8,50,basaveshwara nagar
Sri Durga Chats & Ice Cream Parlor,12.97254591,77.53892496,322,"fast food, street food, desserts",4.2,50,vijay nagar
Shafiz Lajawaab,13.0149864,77.5927637,149,"north indian, chinese, south indian, sichuan, mughlai",4.1,50,rt nagar
Udupi Upachara,12.9754962,77.5561538,64,"south indian, north indian, chinese",3.9,50,rajajinagar
Bangarpete Chats,13.00664553,77.5411626,398,street food,3.7,50,basaveshwara nagar
Artinci - Indulge Guilt Free!,13.0271398,77.5610604,126,"desserts, ice cream, bakery",4.1,50,yeshwantpur
KFDC Mathsya Darshini,13.00599179,77.54151998,1,"mangalorean, seafood",4.2,50,rajajinagar
Street Foods By Punjab Grill,12.9916638,77.57095858,10,"north indian, street food, biryani, fast food, rolls, beverages",3.2,300,malleshwaram
Mamagoto,12.97027487,77.63918325,2928,"asian, chinese, sushi, thai",4.1,300,indiranagar
MISU,12.985855,77.587701,343,"asian, japanese, thai, burmese, korean, indonesian, vietnamese, singaporean",4.1,300,seshadripuram
Ambara Andhra Restaurant,13.04681406,77.50753809,114,"biryani, south indian, north indian, chinese, sichuan",4,300,peenya
Cake Pastries,12.99878203,77.55078971,468,bakery,3.9,300,rajajinagar
The Higher Taste,13.00929425,77.55133632,980,"south indian, north indian, biryani, fast food, chinese, continental, desserts, beverages",4.2,300,rajajinagar
Paradise Cafe,13.01530453,77.52925359,62,"fast food, pizza, burger, sandwich, shake",3.7,300,peenya
Paratha Box by EatFit,12.999773,77.552474,252,"north indian, desserts, beverages",4,300,rajajinagar
Puliyogare Palace,13.036586,77.556441,11,"south indian, desserts",2.9,300,yeshwantpur
MH 12 Pav Bhaji,13.028047,77.57932674,13,"street food, fast food, beverages",4.1,200,sanjay nagar
Donne Biryani,13.02385,77.592798,110,"biryani, south indian",3.5,200,rt nagar
Donne Biriyani House,12.97962026,77.55371936,74,"biryani, south indian",3.3,200,rajajinagar
Donne Biriyani Angadi Mane,12.98987,77.55326,98,"south indian, biryani",4,200,rajajinagar
Kadegowda Military Hotel,12.98604656,77.54215568,14,"north indian, kerala, mughlai, biryani",4.1,200,basaveshwara nagar
Nando's,13.01131758,77.55501051,4721,"burger, fast food, portuguese",4.2,200,rajajinagar
New Karavali Mess,12.98434901,77.54868351,8,"mangalorean, konkan",3.6,200,rajajinagar
Halal Pizza,13.024442,77.5962072,23,"pizza, fast food",4,200,rt nagar
Sundae Everyday Ice Creams,12.99228811,77.59455767,78,"beverages, ice cream, desserts",3.3,200,vasanth nagar
HRX by EatFit,12.99986949,77.55252144,27,"healthy food, beverages, mediterranean, burger, desserts, wraps, pizza, salad",3.9,200,rajajinagar
Maravanthe,12.9784827,77.63743953,972,"seafood, mangalorean, north indian, chinese, kerala, desserts, beverages",4.2,250,indiranagar
Nirula's,12.99455935,77.59374898,14,ice cream,3.7,250,vasanth nagar
Shree Sagar,13.0080403,77.5710146,56,"south indian, north indian, chinese, beverages",3.7,250,malleshwaram
Davanagere Butter Dosa Corner,12.99596632,77.53056351,120,south indian,4.1,250,basaveshwara nagar
Biryani Hunter,13.0377085,77.5656208,69,"biryani, north indian, chinese",4,250,sanjay nagar
Fabelle Chocolates - ITC Windsor,12.99458994,77.58627235,72,"bakery, desserts, beverages, ice cream, mithai, juices, bengali",4.3,250,near sankey road
8055 - The Restaurant,13.034374,77.5686549,714,"fast food, burger, salad",4.3,250,new bel road
Burger Elite,12.99898,77.54979,32,"burger, fast food",4.1,250,rajajinagar
Cafe Coco,13.032934,77.567294,7,"north indian, chinese, sichuan, beverages, mughlai, fast food, biryani",3.9,250,sanjay nagar
Cake & Bake,13.03629402,77.54912574,173,"bakery, desserts",3.9,250,jalahalli
The Delhi Ritual,13.0022429,77.55272895,136,"north indian, chinese, fast food, desserts, beverages",3.8,350,rajajinagar
The Light House Restaurant,13.02831648,77.57219274,243,"north indian, chinese, seafood, desserts, beverages",4.1,350,new bel road
Bangalore Kabab Centre,13.02128304,77.60612905,83,"north indian, chinese, kebab, rolls",4,350,rt nagar
Hotel Savajis,13.0000953,77.55251203,49,"south indian, north indian",4,350,rajajinagar
Vinaya Cafe,13.02852161,77.54356384,14,"biryani, north indian, south indian, fast food, chinese",4.1,350,yeshwantpur
Kudla Beach,12.99032859,77.55835455,109,"chinese, north indian, mangalorean",4,350,rajajinagar
Grub Monkeys,13.0291602,77.57104609,62,"wraps, burger, hot dogs, fast food, street food, shake, beverages",4.1,350,new bel road
Wat-a-Burger! India Ka Burger,13.0289479,77.5712389,22,"burger, shake",3.8,350,sanjay nagar
Roti Curry & Co,13.02531643,77.59040498,32,"north indian, desserts",3.3,350,rt nagar
Dock Frost'd,12.9834741,77.54881058,102,"desserts, ice cream, beverages",4.3,350,rajajinagar
Bowl Soul,12.9928398,77.5563812,25,"fast food, beverages",3.3,350,rajajinagar
Rasapaka,12.97945363,77.57705525,96,"north indian, south indian, chinese, beverages",4.2,350,majestic
The Sugar Free Keto Kafe - By Artinci,13.0271398,77.5610604,56,"desserts, ice cream, bakery",4,350,yeshwantpur
Mamma Rotti Family Restaurant,13.04166776,77.54686933,83,"mughlai, chinese, north indian, rolls, kebab, sichuan",3.4,350,jalahalli
The Home Food,13.03043,77.600532,289,north indian,4,350,rt nagar
Sri Ram Bhojanalay,13.03083719,77.56225582,627,"north indian, biryani, chinese, beverages",3.8,350,yeshwantpur
Ayodhya Aahar,13.02727088,77.57674344,16,"south indian, north indian, chinese",4.1,350,new bel road
Mandarin By Sabroso,13.03333785,77.56568356,252,"chinese, sichuan",4.1,350,sanjay nagar
Winners Pizza - Fresh Dough,13.03790814,77.56854015,11,"pizza, italian, desserts, beverages",3.3,200,new bel road
Nisarga Grand,13.0265008,77.587623,163,"south indian, chinese, north indian, beverages, sichuan",4.3,200,rt nagar
Drunken Monkey,12.9897935,77.5556783,23,beverages,4.1,200,rajajinagar
Tharavadu Malabar Biryani,13.03911287,77.56410789,655,"kerala, biryani, south indian, north indian, desserts, beverages",3.6,200,new bel road
